Name,Cuisine,URL
Amazing Shawarma,Middle East; Halal; Salads,https://www.doordash.com/store/amazing-shawarma-toronto-797479/
American Eclectic Burger,Burgers; American; Chicken Wings,https://www.doordash.com/store/american-eclectic-burger-toronto-680023/
American Eclectic Burger,Burgers; American; Chicken Wings,https://www.doordash.com/store/american-eclectic-burger-toronto-644107/
Amicos Pizza Ristorante,Italian; Pizza,https://www.doordash.com/store/amicos-pizza-ristorante-toronto-60094/
Amigos Latin Flavour,Tacos; Latin American; Sandwiches; Empanadas; Mexican,https://www.doordash.com/store/amigos-latin-flavour-toronto-675332/
Amma Roti House,Indian,https://www.doordash.com/store/amma-roti-house-toronto-178844/
Amritsari Dhaba,Unspecified,https://www.doordash.com/store/amritsari-dhaba-brampton-801381/
Anchu's Caribbean Hut,Caribbean,https://www.doordash.com/store/anchu-s-caribbean-hut-toronto-726065/
Andy's Fish And Chips,Fish & Chips; British,https://www.doordash.com/store/andy-s-fish-and-chips-toronto-707496/
Anestis Taverna,Greek; Mediterranean,https://www.doordash.com/store/anestis-taverna-toronto-178820/
Angelina's Place,Unspecified,https://www.doordash.com/store/angelina-s-place-vaughan-568796/
Angus Pho House,Malaysian; Asian; Vietnamese; Vegetarian,https://www.doordash.com/store/angus-pho-house-toronto-37163/
Anh Dao Restaurant,Asian; Vietnamese,https://www.doordash.com/store/anh-dao-restaurant-toronto-52312/
Animal Liberation Kitchen,Unspecified,https://www.doordash.com/store/animal-liberation-kitchen-toronto-550577/
Anjappar Chettinad,Indian,https://www.doordash.com/store/anjappar-chettinad-toronto-60451/
Anjappar Chettinad,Indian,https://www.doordash.com/store/anjappar-chettinad-mississauga-46177/
Annie's Cuisine,Caribbean,https://www.doordash.com/store/annie-s-cuisine-toronto-68929/
Annies Tea House,Smoothies; Juice Bar; Food Stands; Bubble Tea,https://www.doordash.com/store/annies-tea-house-toronto-869842/
Anoush,Greek; Middle East,https://www.doordash.com/store/anoush-toronto-114121/
Anthony's Cafe,Sandwich; Cafes; Breakfast; Lunch,https://www.doordash.com/store/anthony-s-cafe-toronto-152703/
Anthony's Cafe,Sandwich; Cafes; Breakfast; Lunch,https://www.doordash.com/store/anthony-s-cafe-mississauga-660216/
Apiecalypse Now!,Pizza,https://www.doordash.com/store/apiecalypse-now-toronto-44552/
Applespice Restaurant,Unspecified,https://www.doordash.com/store/applespice-restaurant-toronto-286753/
Arabian Bites,Arabian,https://www.doordash.com/store/arabian-bites-toronto-860318/
Arctic Bites,Ice Cream,https://www.doordash.com/store/arctic-bites-toronto-780064/
Ariake Japanese Restaurant,Asian; Japanese,https://www.doordash.com/store/ariake-japanese-restaurant-vaughan-60455/
Armenian Bistro,Unspecified,https://www.doordash.com/store/armenian-bistro-toronto-634682/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Lunch; Cafe; Cafes,https://www.doordash.com/store/aroma-espresso-bar-toronto-281899/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Cafe; Lunch,https://www.doordash.com/store/aroma-espresso-bar-vaughan-668860/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafe; Lunch; Cafes,https://www.doordash.com/store/aroma-espresso-bar-toronto-542561/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Lunch; Cafes; Cafe,https://www.doordash.com/store/aroma-espresso-bar-toronto-542664/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Cafe; Lunch,https://www.doordash.com/store/aroma-espresso-bar-toronto-211768/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Cafe; Lunch,https://www.doordash.com/store/aroma-espresso-bar-toronto-542006/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Lunch; Cafe,https://www.doordash.com/store/aroma-espresso-bar-vaughan-206747/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafe; Lunch; Cafes,https://www.doordash.com/store/aroma-espresso-bar-toronto-820975/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Lunch; Cafe,https://www.doordash.com/store/aroma-espresso-bar-mississauga-443231/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Lunch; Cafe; Cafes,https://www.doordash.com/store/aroma-espresso-bar-toronto-211766/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Cafe; Lunch,https://www.doordash.com/store/aroma-espresso-bar-toronto-542062/
Aroma Espresso Bar,Coffee; Breakfast; Healthy; Cafes; Lunch; Cafe,https://www.doordash.com/store/aroma-espresso-bar-vaughan-542121/
Aroma Fine Indian Cuisine,Indian,https://www.doordash.com/store/aroma-fine-indian-cuisine-toronto-52315/
Arsenio's Kitchen,Unspecified,https://www.doordash.com/store/arsenio-s-kitchen-toronto-229789/
Artisan Noodle,Chinese,https://www.doordash.com/store/artisan-noodle-toronto-152721/
Artisan Plus,Noodles; Chinese; Ramen,https://www.doordash.com/store/artisan-plus-toronto-813580/
Asahi Sushi,Asian; Korean; Sushi; Japanese,https://www.doordash.com/store/asahi-sushi-toronto-44802/
Asian Bay,Unspecified,https://www.doordash.com/store/asian-bay-toronto-788509/
Asian Gourmet Wok & Grill,Unspecified,https://www.doordash.com/store/asian-gourmet-wok-grill-toronto-780060/
Asian Wok N Roll,Asian Food; Asian; Chinese,https://www.doordash.com/store/asian-wok-n-roll-mississauga-46171/
Assembli,Pizza; Salads; Italian,https://www.doordash.com/store/assembli-toronto-323146/
Atithi Pure Vegetarian,Indian; Vegetarian,https://www.doordash.com/store/atithi-pure-vegetarian-toronto-803617/
Atlantis Restaurant,Dinners,https://www.doordash.com/store/atlantis-restaurant-toronto-714255/
August 8,Dim Sum; Sushi Bars; Asian; Japanese,https://www.doordash.com/store/august-8-toronto-247656/
Auntie Bell’s Jamaican Cuisine,Caribbean,https://www.doordash.com/store/auntie-bell-s-jamaican-cuisine-toronto-548739/
Ave Maria Latin Café,Latin American; Coffee,https://www.doordash.com/store/ave-maria-latin-caf-toronto-45949/
Avocado Sushi,Sushi; Healthy; Japanese,https://www.doordash.com/store/avocado-sushi-toronto-44796/
Avsar,Vegetarian; Indian,https://www.doordash.com/store/avsar-mississauga-477336/
"Ay Caramba, Eh",Mexican; Latin American,https://www.doordash.com/store/ay-caramba-eh-vaughan-206722/
Aziza,Coffee; Juice Bar; Breakfast; Lunch,https://www.doordash.com/store/aziza-toronto-627358/
Azkadenya - Mezza Diner,Unspecified,https://www.doordash.com/store/azkadenya-mezza-diner-toronto-668916/
Azteca Restaurant,Mexican,https://www.doordash.com/store/azteca-restaurant-toronto-791017/
Azumi Sushi,Japanese; Sushi Bars; Asian; Sushi,https://www.doordash.com/store/azumi-sushi-toronto-210887/
B. Good,Unspecified,https://www.doordash.com/store/b-good-toronto-873627/
B.GOOD,Salads; Burgers; Juice Bar; Lunch; Sandwich; Vegan; Vegetarian,https://www.doordash.com/store/b-good-toronto-275063/
B.GOOD,Salads; Burgers; Juice Bar; Lunch; Sandwich; Vegan; Vegetarian,https://www.doordash.com/store/b-good-toronto-275062/
BB Lounge Restaurant,Ethnic Food; Vegetarian; Indian,https://www.doordash.com/store/bb-lounge-restaurant-mississauga-45879/
BBQ Chicken Factory,Barbeque; Indian; Bangladeshi,https://www.doordash.com/store/bbq-chicken-factory-toronto-851965/
BIWON Korean Restaurant,Vegetarian; Noodles; Korean,https://www.doordash.com/store/biwon-korean-restaurant-toronto-314517/
BOAT King of Thai Noodles,Thai; Noodles,https://www.doordash.com/store/boat-king-of-thai-noodles-toronto-695589/
BPC,Portuguese,https://www.doordash.com/store/bpc-toronto-655654/
Bab Tuma Restaurant,Sandwiches; Middle East,https://www.doordash.com/store/bab-tuma-restaurant-toronto-545385/
Baba Geddo,Greek; Halal,https://www.doordash.com/store/baba-geddo-toronto-542281/
Babajollof,African,https://www.doordash.com/store/babajollof-toronto-237711/
Babos Donerpoint,Mediterranean; Turkish; Greek; Middle East,https://www.doordash.com/store/babos-donerpoint-toronto-46094/
Babu Catering & Take Out,Indian; Asian,https://www.doordash.com/store/babu-catering-take-out-toronto-210892/
Bac Ky Vietnamese Canteen,Asian; Vietnamese,https://www.doordash.com/store/bac-ky-vietnamese-canteen-toronto-314582/
Backdoor Chicken,Unspecified,https://www.doordash.com/store/backdoor-chicken-toronto-865813/
Bacon Nation,Fast Food; Canadian,https://www.doordash.com/store/bacon-nation-toronto-314548/
Bad Bunny,Salads,https://www.doordash.com/store/bad-bunny-toronto-843293/
Badshah Grill,Pakistani; Asian,https://www.doordash.com/store/badshah-grill-mississauga-415066/
Badshah Grill,Asian; Pakistani,https://www.doordash.com/store/badshah-grill-toronto-661495/
Bagel Time,Breakfast; Bagels,https://www.doordash.com/store/bagel-time-toronto-839146/
Bagel Time,Breakfast; Bagels,https://www.doordash.com/store/bagel-time-toronto-314604/
Bagels On Fire,Coffee; Lunch; Bagels; Breakfast,https://www.doordash.com/store/bagels-on-fire-toronto-178849/
Bagels on Fire,Breakfast and Lunch; Coffee; Bagels,https://www.doordash.com/store/bagels-on-fire-toronto-835835/
Baghlan Kabob Restaurant,Middle East; Afghan,https://www.doordash.com/store/baghlan-kabob-restaurant-toronto-447246/
Bairrada Churrasqueira,Seafood; Portuguese; Modern European; Spanish; Barbecue,https://www.doordash.com/store/bairrada-churrasqueira-toronto-38668/
Bairrada Churrasqueira,Seafood; Portuguese; Barbecue; Spanish; Modern European,https://www.doordash.com/store/bairrada-churrasqueira-toronto-38667/
Bajra Indian & Hakka Chinese Cuisine,Asian; Chinese; Indian,https://www.doordash.com/store/bajra-indian-hakka-chinese-cuisine-toronto-348083/
Baklawa King,Middle East; Dessert; Breakfast; Sandwich; Lunch,https://www.doordash.com/store/baklawa-king-mississauga-206030/
Ballssimo Loukoumades Bar,Cafes,https://www.doordash.com/store/ballssimo-loukoumades-bar-toronto-808420/
